"BehaviorSpace results (NetLogo 6.0.2)"
"Dissertation_ABM_update2020_cleaner.nlogo"
"baseline"
"02/16/2020 18:53:17:817 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","meanRiskThreshold","scanningRange","badImpact","numWindows","impactReductionRate","maxCopingReduction","adaptationCost","capBoost","simTicks","minNeighbor","memory","b1","disasterUti","EWProbDecay","open-windows?","change-aspiration?","trigger-network?","officeRole?","random-riskThresh?","random-orgWindows?","limitedFund?","randomBoost?","[step]","count orgs with [adaptation-change?]","totalFunding","totalInsufBoost","totalDisasterWindows","totalwindowMissed","totalWindowOpen","totalNoSolution","totalUtilizedWindows","totalNeededWidows","sufficientCap","totalUtilizedDisasterWindows"
"25","0.2","4","0.08","14","0.25","0.4","6.5","3","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","40","5278.688914539001","185","292","1070","1366","6","34","34","6","8"
"14","0.3","4","0.08","16","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","21","4745.090837644005","213","315","1446","1768","27","16","16","5","4"
"5","0.3","4","0.08","10","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","24","2880.181521184003","123","287","826","1045","20","18","18","6","0"
"10","0.2","4","0.08","14","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","27","4089.1177594260057","213","298","1138","1469","18","22","22","5","3"
"23","0.3","4","0.08","12","0.25","0.4","6.5","3","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","23","5244.099511715998","91","293","1037","1214","20","21","21","2","2"
"22","0.2","4","0.08","12","0.25","0.4","6.5","3","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","45","4398.292448811012","167","256","822","1098","4","40","40","5","4"
"16","0.2","4","0.08","8","0.25","0.4","6.5","3","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","32","3552.2948546850007","98","269","674","872","3","22","22","10","3"
"28","0.2","4","0.08","16","0.25","0.4","6.5","3","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","31","6442.142004234015","201","258","1301","1622","17","30","30","1","5"
"4","0.2","4","0.08","10","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","24","3245.6075889039994","168","321","860","1157","31","18","18","6","1"
"2","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","19","2473.828875050004","81","306","743","909","3","14","14","5","3"
"9","0.4","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","15","4035.6294223299997","84","349","1239","1397","15","12","12","3","4"
"11","0.3","4","0.08","14","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","21","4080.7538481860142","121","305","1263","1480","16","17","17","4","1"
"15","0.4","4","0.08","16","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","19","4525.162181305988","109","278","1463","1654","28","14","14","5","4"
"12","0.4","4","0.08","14","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","8","4304.897568758012","112","313","1287","1472","32","5","5","3","2"
"13","0.2","4","0.08","16","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","29","4392.345976130008","287","309","1189","1620","45","27","27","2","4"
"1","0.2","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","15","2671.8518776900055","147","300","672","924","25","14","14","1","6"
"8","0.3","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","25","3408.35575883","121","298","1036","1255","16","19","19","6","3"
"24","0.4","4","0.08","12","0.25","0.4","6.5","3","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","36","4546.7984251470025","96","264","951","1118","2","26","26","10","5"
"32","0.3","4","0.08","8","0.25","0.4","6.5","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","28","4957.317587040002","63","248","729","866","9","23","23","5","8"
"29","0.3","4","0.08","16","0.25","0.4","6.5","3","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","22","7359.729784758013","177","286","1349","1623","26","21","21","1","3"
"31","0.2","4","0.08","8","0.25","0.4","6.5","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","40","4511.631965636012","94","272","653","846","1","33","33","7","7"
"30","0.4","4","0.08","16","0.25","0.4","6.5","3","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","22","6546.80532227401","108","315","1395","1577","10","21","21","1","4"
"35","0.3","4","0.08","10","0.25","0.4","6.5","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","30","5578.347229204003","77","282","871","1024","6","24","24","6","10"
"34","0.2","4","0.08","10","0.25","0.4","6.5","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","41","5192.427394064002","125","278","793","1017","4","32","32","9","7"
"33","0.4","4","0.08","8","0.25","0.4","6.5","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","8","5654.704135892003","43","306","815","936","27","8","8","0","0"
"37","0.2","4","0.08","12","0.25","0.4","6.5","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","45","6168.960302559999","161","256","873","1126","6","39","39","6","6"
"36","0.4","4","0.08","10","0.25","0.4","6.5","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","35","6207.966819916021","54","284","951","1084","8","24","24","11","5"
"40","0.2","4","0.08","14","0.25","0.4","6.5","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","38","6818.644251015985","157","277","955","1219","8","34","34","4","5"
"38","0.3","4","0.08","12","0.25","0.4","6.5","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","34","6661.9501336280055","99","281","1029","1206","5","24","24","10","3"
"41","0.3","4","0.08","14","0.25","0.4","6.5","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","39","7185.865043100001","84","274","1155","1308","2","32","32","7","4"
"39","0.4","4","0.08","12","0.25","0.4","6.5","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","19","7475.8829550120145","85","298","1142","1290","12","17","17","2","5"
"42","0.4","4","0.08","14","0.25","0.4","6.5","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","39","7705.779819620004","115","303","1182","1369","2","31","31","8","8"
"43","0.2","4","0.08","16","0.25","0.4","6.5","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","47","7396.490572280007","179","239","1140","1406","4","38","38","9","7"
"47","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","28","2358.367871828003","108","308","719","910","7","14","14","14","2"
"44","0.3","4","0.08","16","0.25","0.4","6.5","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","38","8255.419800812011","113","247","1276","1492","27","32","32","6","3"
"46","0.2","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","28","2025.860666994003","107","274","616","812","7","17","17","11","3"
"48","0.4","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","33","2336.563350990001","50","284","802","901","5","10","10","23","6"
"45","0.4","4","0.08","16","0.25","0.4","6.5","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","37","8175.979301144006","91","280","1317","1487","7","32","32","5","5"
"49","0.2","4","0.08","10","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","28","3168.658240638005","141","327","900","1161","31","18","18","10","2"
"51","0.4","4","0.08","10","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","15","3405.817678648005","84","303","1021","1168","18","13","13","2","4"
"52","0.2","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","34","3208.437396796","181","245","955","1210","7","23","23","11","7"
"54","0.4","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","23","3886.974334926003","111","325","1129","1336","6","17","17","6","4"
"50","0.3","4","0.08","10","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","28","3055.7175333940118","108","283","882","1091","20","19","19","9","5"
"55","0.2","4","0.08","14","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","27","3918.958064403997","176","280","1061","1335","18","18","18","9","2"
"57","0.4","4","0.08","14","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","13","4138.656061958005","99","275","1300","1464","9","9","9","4","0"
"53","0.3","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","12","3621.589358471996","166","324","1037","1287","18","7","7","5","1"
"58","0.2","4","0.08","16","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","29","4852.828248031993","285","273","1282","1683","20","24","24","5","1"
"59","0.3","4","0.08","16","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","19","4202.905582308005","153","286","1294","1535","26","15","15","4","3"
"60","0.4","4","0.08","16","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","28","4281.73215412401","125","274","1323","1513","2","17","17","11","1"
"56","0.3","4","0.08","14","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","23","3899.734096662","187","336","1163","1464","23","20","20","3","7"
"61","0.2","4","0.08","8","0.25","0.4","6.5","3","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","26","4050.776934666001","96","292","753","934","4","25","25","1","5"
"64","0.2","4","0.08","10","0.25","0.4","6.5","3","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","44","3610.1491273049987","79","230","739","911","2","29","29","15","5"
"65","0.3","4","0.08","10","0.25","0.4","6.5","3","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","39","3733.210623528001","77","283","772","938","4","27","27","12","5"
"63","0.4","4","0.08","8","0.25","0.4","6.5","3","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","12","4322.174712431998","62","353","842","994","25","10","10","2","3"
"62","0.3","4","0.08","8","0.25","0.4","6.5","3","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","29","3521.671502345997","82","291","693","880","36","14","14","15","6"
"67","0.2","4","0.08","12","0.25","0.4","6.5","3","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","46","4699.210173936006","137","261","918","1164","2","38","38","8","8"
"66","0.4","4","0.08","10","0.25","0.4","6.5","3","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","16","5024.482044267002","65","316","1031","1173","22","14","14","2","7"
"70","0.2","4","0.08","14","0.25","0.4","6.5","3","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","54","4240.413810249001","157","228","861","1125","0","37","37","17","3"
"69","0.4","4","0.08","12","0.25","0.4","6.5","3","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","30","5493.547147245016","83","293","1124","1270","6","23","23","7","1"
"68","0.3","4","0.08","12","0.25","0.4","6.5","3","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","18","5454.976290465006","125","321","1048","1297","40","16","16","2","4"
"71","0.3","4","0.08","14","0.25","0.4","6.5","3","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","28","5864.420240055014","154","299","1148","1401","15","24","24","4","3"
"72","0.4","4","0.08","14","0.25","0.4","6.5","3","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","13","6617.951069592006","135","321","1295","1510","11","12","12","1","3"
"74","0.3","4","0.08","16","0.25","0.4","6.5","3","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","34","6569.674773648014","131","302","1375","1596","19","23","23","11","5"
"73","0.2","4","0.08","16","0.25","0.4","6.5","3","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","43","5702.167659792019","176","260","1152","1441","9","41","41","2","9"
"75","0.4","4","0.08","16","0.25","0.4","6.5","3","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","36","5753.588516328007","94","273","1294","1458","5","26","26","10","4"
"76","0.2","4","0.08","8","0.25","0.4","6.5","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","49","3926.7420385000078","81","225","552","723","5","36","36","13","7"
"77","0.3","4","0.08","8","0.25","0.4","6.5","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","38","4690.2159283080055","50","276","717","845","3","25","25","13","5"
"79","0.2","4","0.08","10","0.25","0.4","6.5","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","58","4398.726525436002","84","234","709","879","1","37","37","21","5"
"78","0.4","4","0.08","8","0.25","0.4","6.5","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","16","5559.42235278401","60","346","816","957","22","15","15","1","6"
"80","0.3","4","0.08","10","0.25","0.4","6.5","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","43","4952.383664644016","82","252","772","939","4","23","23","20","1"
"81","0.4","4","0.08","10","0.25","0.4","6.5","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","35","5791.718282332001","55","243","952","1065","2","25","25","10","6"
"82","0.2","4","0.08","12","0.25","0.4","6.5","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","51","5941.512888504005","114","258","906","1124","9","39","39","12","7"
"84","0.4","4","0.08","12","0.25","0.4","6.5","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","38","6144.850087128008","48","261","997","1118","7","26","26","12","4"
"83","0.3","4","0.08","12","0.25","0.4","6.5","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","35","6422.305605987991","80","311","1000","1185","25","28","28","7","4"
"85","0.2","4","0.08","14","0.25","0.4","6.5","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","42","7282.017581803993","115","277","1086","1314","17","32","32","10","4"
"87","0.4","4","0.08","14","0.25","0.4","6.5","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","37","6997.056968455997","99","290","1186","1353","2","23","23","14","3"
"86","0.3","4","0.08","14","0.25","0.4","6.5","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","48","6479.672702648015","70","241","1057","1217","2","39","39","9","7"
"90","0.4","4","0.08","16","0.25","0.4","6.5","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","35","8774.131729820005","107","283","1379","1559","2","27","27","8","5"
"88","0.2","4","0.08","16","0.25","0.4","6.5","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","54","6913.7087847799985","175","250","999","1293","8","45","45","9","7"
"89","0.3","4","0.08","16","0.25","0.4","6.5","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","39","8439.424702259992","172","278","1262","1521","2","33","33","6","4"
"91","0.2","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","35","2211.1717045599994","139","249","620","847","4","22","22","13","7"
"92","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","16","2687.3325723620032","104","278","766","964","35","16","16","0","5"
"93","0.4","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","20","2689.7888075599994","55","327","801","926","15","9","9","11","4"
"94","0.2","4","0.08","10","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","17","3363.628365730006","185","315","865","1156","16","13","13","4","2"
"95","0.3","4","0.08","10","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","15","3308.7192731739974","158","329","913","1195","20","11","11","4","3"
"97","0.2","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","35","2897.3717451540083","167","257","843","1103","4","28","28","7","4"
"96","0.4","4","0.08","10","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","16","3071.7397592640013","80","298","933","1077","5","12","12","4","1"
"99","0.4","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","16","4048.3349201679985","106","338","1186","1379","15","13","13","3","3"
"98","0.3","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","19","3730.2185598480096","167","313","1101","1335","8","14","14","5","1"
"101","0.3","4","0.08","14","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","31","3604.762043866006","143","301","1148","1372","2","20","20","11","4"
"100","0.2","4","0.08","14","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","23","4034.8743845579934","229","310","1098","1481","43","20","20","3","7"
"102","0.4","4","0.08","14","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","12","4244.206603097999","132","320","1232","1436","17","11","11","1","1"
"103","0.2","4","0.08","16","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","38","3897.568271378003","232","284","1174","1500","10","28","28","10","2"
"104","0.3","4","0.08","16","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","26","4331.764215017997","197","288","1336","1597","2","20","20","6","4"
"106","0.2","4","0.08","8","0.25","0.4","6.5","3","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","32","3558.8151752520002","132","294","605","852","9","26","26","6","12"
"105","0.4","4","0.08","16","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","18","4685.093889099987","108","328","1515","1690","21","10","10","8","2"
"108","0.4","4","0.08","8","0.25","0.4","6.5","3","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","10","4303.322961765004","66","317","833","960","8","9","9","1","3"
"107","0.3","4","0.08","8","0.25","0.4","6.5","3","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","25","3967.73870664","83","321","754","919","4","17","17","8","5"
"110","0.3","4","0.08","10","0.25","0.4","6.5","3","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","28","4710.402728874013","89","298","930","1107","8","24","24","4","9"
"109","0.2","4","0.08","10","0.25","0.4","6.5","3","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","36","4055.0342266920065","119","277","754","990","5","31","31","5","6"
"111","0.4","4","0.08","10","0.25","0.4","6.5","3","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","22","4673.755575735004","84","283","923","1081","11","17","17","5","5"
"112","0.2","4","0.08","12","0.25","0.4","6.5","3","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","52","4125.943049076001","177","251","858","1133","4","37","37","15","1"
"115","0.2","4","0.08","14","0.25","0.4","6.5","3","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","38","5118.487494540018","214","258","968","1289","8","31","31","7","6"
"113","0.3","4","0.08","12","0.25","0.4","6.5","3","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","31","5186.058699696016","88","279","1072","1237","15","26","26","5","5"
"117","0.4","4","0.08","14","0.25","0.4","6.5","3","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","23","6392.751322986","93","272","1332","1491","8","21","21","2","1"
"116","0.3","4","0.08","14","0.25","0.4","6.5","3","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","33","5322.697178766003","156","277","1118","1369","12","29","29","4","5"
"114","0.4","4","0.08","12","0.25","0.4","6.5","3","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","28","4964.437460067003","105","296","1045","1231","6","22","22","6","6"
"118","0.2","4","0.08","16","0.25","0.4","6.5","3","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","43","5891.173066445997","183","267","1172","1472","4","40","40","3","2"
"120","0.4","4","0.08","16","0.25","0.4","6.5","3","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","28","6683.517174870017","72","276","1425","1582","17","21","21","7","2"
"119","0.3","4","0.08","16","0.25","0.4","6.5","3","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","46","5566.297535160004","93","259","1187","1362","5","35","35","11","5"
"122","0.3","4","0.08","8","0.25","0.4","6.5","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","42","4516.770129140001","47","251","689","822","1","31","31","11","9"
"125","0.3","4","0.08","10","0.25","0.4","6.5","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","34","5505.5473732880055","82","259","865","1024","7","23","23","11","7"
"124","0.2","4","0.08","10","0.25","0.4","6.5","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","39","5097.321684072001","132","252","767","972","4","33","33","6","8"
"123","0.4","4","0.08","8","0.25","0.4","6.5","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","33","4766.187630508004","42","268","758","882","15","21","21","12","5"
"121","0.2","4","0.08","8","0.25","0.4","6.5","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","41","4550.596020212004","91","276","618","828","12","36","36","5","7"
"127","0.2","4","0.08","12","0.25","0.4","6.5","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","46","5878.856417711994","130","281","916","1141","3","31","31","15","6"
"126","0.4","4","0.08","10","0.25","0.4","6.5","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","21","6278.718243944002","109","279","932","1123","13","16","16","5","2"
"129","0.4","4","0.08","12","0.25","0.4","6.5","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","26","7057.778770240002","58","303","1098","1238","14","25","25","1","6"
"128","0.3","4","0.08","12","0.25","0.4","6.5","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","27","7067.537964491997","100","276","999","1175","8","24","24","3","3"
"130","0.2","4","0.08","14","0.25","0.4","6.5","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","51","6785.976385004003","161","248","997","1255","1","44","44","7","5"
"131","0.3","4","0.08","14","0.25","0.4","6.5","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","37","7323.50745256799","90","252","1106","1270","10","32","32","5","9"
"132","0.4","4","0.08","14","0.25","0.4","6.5","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","20","8612.820203419984","86","303","1276","1438","20","20","20","0","5"
"134","0.3","4","0.08","16","0.25","0.4","6.5","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","46","7982.9534177919895","115","248","1211","1417","15","38","38","8","5"
"133","0.2","4","0.08","16","0.25","0.4","6.5","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","44","7951.196867568002","201","286","1162","1480","9","37","37","7","4"
"135","0.4","4","0.08","16","0.25","0.4","6.5","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","1000","30","8128.418648352011","106","299","1320","1514","6","25","25","5","2"
